SectorGroup,Sector,SectorANZSIC,FuelGroup,Fuel,TechnologyGroup,Technology,EndUseGroup,EndUse,Transport,EnergyValue (Terajoules - TJ),PeriodEndDate
Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,724.758597,31/12/2024
Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,51.769043,31/12/2024
Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,25.882511,31/12/2024
Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,NULL,31/12/2024
Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Petrol,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,NULL,31/12/2024
Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,1154.293117,31/12/2024
Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,1550.422034,31/12/2024
Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,472.100553,31/12/2024
Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,408.107911,31/12/2024
Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,151.201392,31/12/2024
Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,612.156827,31/12/2024
Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,349.615702,31/12/2024
Commercial,Health Care and Social Assistance,Q,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,13.337695,31/12/2024
Commercial,Health Care and Social Assistance,Q,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,30.983786,31/12/2024
Commercial,Health Care and Social Assistance,Q,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,30.625944,31/12/2024
Commercial,Health Care and Social Assistance,Q,Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,23.490808,31/12/2024
Commercial,Health Care and Social Assistance,Q,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,8.946519,31/12/2024
Commercial,Health Care and Social Assistance,Q,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1087.410906,31/12/2024
Commercial,Health Care and Social Assistance,Q,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,303.439701,31/12/2024
Commercial,Health Care and Social Assistance,Q,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,556.879308,31/12/2024
Commercial,Health Care and Social Assistance,Q,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,341.821241,31/12/2024
Commercial,Health Care and Social Assistance,Q,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,124.35306,31/12/2024
Commercial,Health Care and Social Assistance,Q,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,674.570113,31/12/2024
Commercial,Health Care and Social Assistance,Q,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,716.421469,31/12/2024
Commercial,Health Care and Social Assistance,Q,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,84.226441,31/12/2024
Commercial,Health Care and Social Assistance,Q,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,266.911075,31/12/2024
Commercial,Health Care and Social Assistance,Q,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,89.280027,31/12/2024
Commercial,Information Media and Telecommunications,J,Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1.035239,31/12/2024
Commercial,Information Media and Telecommunications,J,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,NULL,31/12/2024
Commercial,Information Media and Telecommunications,J,Fossil Fuels,LPG,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,14.995766,31/12/2024
Commercial,Information Media and Telecommunications,J,Fossil Fuels,Natural Gas,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,16.774157,31/12/2024
Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,549.118482,31/12/2024
Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,230.945682,31/12/2024
Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,328.695937,31/12/2024
Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,94.077297,31/12/2024
Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,9.711932,31/12/2024
Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,580.732961,31/12/2024
Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,68.659527,31/12/2024
Commercial,Local Government Administration,O753,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,10.754154,31/12/2024
Commercial,Local Government Administration,O753,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,438.652877,31/12/2024
Commercial,Local Government Administration,O753,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,42.865919,31/12/2024
Commercial,Local Government Administration,O753,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,5.714814,31/12/2024
Commercial,Local Government Administration,O753,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,59.265299,31/12/2024
Commercial,Local Government Administration,O753,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,883.614179,31/12/2024
Commercial,Local Government Administration,O753,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,91.776307,31/12/2024
Commercial,Local Government Administration,O753,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,9.128461,31/12/2024
Commercial,Local Government Administration,O753,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,224.137543,31/12/2024
Commercial,Local Government Administration,O753,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,18.16298,31/12/2024
Commercial,Local Government Administration,O753,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,53.931422,31/12/2024
Commercial,Local Government Administration,O753,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,78.722229,31/12/2024
Commercial,NULL,"F-H, I52-I53, J-S",Renewables,Biogas,NULL,NULL,NULL,NULL,Non-Transport,260,31/12/2024
Commercial,NULL,"F-H, I52-I53, J-S",Renewables,Geothermal,NULL,NULL,NULL,NULL,Non-Transport,2377.78,31/12/2024
Commercial,NULL,"F-H, I52-I53, J-S",Fossil Fuels,Diesel,NULL,NULL,NULL,NULL,Non-Transport,3604.526882,31/12/2024
Commercial,NULL,"I52,I53",Fossil Fuels,Natural Gas,NULL,NULL,NULL,NULL,Non-Transport,273.502411,31/12/2024
Commercial,NULL,"F-H, I52-I53, J-S",Fossil Fuels,Petrol,NULL,NULL,NULL,NULL,Non-Transport,337.291767,31/12/2024
Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1.187639,31/12/2024
Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,0.027753,31/12/2024
Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,347.825767,31/12/2024
Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,10.289391,31/12/2024
Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,2.1039,31/12/2024
Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,139.658897,31/12/2024
Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,318.704549,31/12/2024
Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,191.251715,31/12/2024
Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,53.024833,31/12/2024
Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,15.504875,31/12/2024
Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,120.111253,31/12/2024
Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,114.052274,31/12/2024
Commercial,Retail Trade - Food,G41,Fossil Fuels,Coal,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,3.674555,31/12/2024
Commercial,Retail Trade - Food,G41,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,3.088959,31/12/2024
Commercial,Retail Trade - Food,G41,Fossil Fuels,LPG,Heat/Cooling Devices,Cooking Ovens,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,834.391428,31/12/2024
Commercial,Retail Trade - Food,G41,Fossil Fuels,LPG,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,16.598006,31/12/2024
Commercial,Retail Trade - Food,G41,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Cooking Ovens,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,285.421799,31/12/2024
Commercial,Retail Trade - Food,G41,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,11.38546,31/12/2024
Commercial,Retail Trade - Food,G41,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,130.053094,31/12/2024
Commercial,Retail Trade - Food,G41,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,29.037083,31/12/2024
Commercial,Retail Trade - Food,G41,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,136.363821,31/12/2024
Commercial,Retail Trade - Food,G41,Electricity,Electricity,Heat/Cooling Devices,Cooking Ovens,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,636.763106,31/12/2024
Commercial,Retail Trade - Food,G41,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,72.156968,31/12/2024
Commercial,Retail Trade - Food,G41,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,872.603379,31/12/2024
Commercial,Retail Trade - Food,G41,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,3084.279892,31/12/2024
Commercial,Retail Trade - Food,G41,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,12.661736,31/12/2024
Commercial,"Transport, Postal and Warehousing (Commercial - Non-Transport)","I52,I53",Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,553.644977,31/12/2024
