Row,SectorGroup,Sector,SectorANZSIC,FuelGroup,Fuel,TechnologyGroup,Technology,EndUseGroup,EndUse,Transport,TJ,PeriodEndDate,Period
2798,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,196.556554,2017-12-31,2017
2799,Industrial,Wood Product Manufacturing,C14,Fossil Fuels,LPG,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,1.442869,2017-12-31,2017
2800,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,0.261622,2017-12-31,2017
2801,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,16.262996,2017-12-31,2017
2802,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,2.614763,2017-12-31,2017
2803,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,7.83056,2017-12-31,2017
2804,Industrial,Wood Product Manufacturing,C14,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,477.372613,2017-12-31,2017
2805,Industrial,Wood Product Manufacturing,C14,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,240.076669,2017-12-31,2017
2806,Industrial,Printing,C16,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,80.384219,2017-12-31,2017
2807,Commercial,Wholesale and Retail Trade - Non Food,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,173.165985,2017-12-31,2017
2808,Commercial,Wholesale and Retail Trade - Non Food,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,393.570181,2017-12-31,2017
2809,Commercial,Wholesale Trade - Food,F36,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,10.364534,2017-12-31,2017
2810,Commercial,Wholesale Trade - Food,F36,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,10.96872,2017-12-31,2017
2811,Commercial,Retail Trade - Food,G41,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,186.928887,2017-12-31,2017
2812,Commercial,Retail Trade - Food,G41,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Cooking Ovens,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,410.244596,2017-12-31,2017
2813,Commercial,Retail Trade - Food,G41,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,16.364634,2017-12-31,2017
2814,"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Fossil Fuels,LPG,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,101.282925,2017-12-31,2017
2815,Industrial,Construction,E,Fossil Fuels,Fuel Oil,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,373.551782,2017-12-31,2017
2816,Commercial,Accommodation and Food Services,H,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,4.145843,2017-12-31,2017
2817,Commercial,Health Care and Social Assistance,Q,Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,14.950806,2017-12-31,2017
2818,Commercial,Information Media and Telecommunications,J,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,,2017-12-31,2017
2819,Commercial,Information Media and Telecommunications,J,Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,0.652996,2017-12-31,2017
2820,"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,5858.95169,2017-12-31,2017
2821,"Agriculture, Forestry and Fishing",Dairy Cattle Farming,A016,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,2973.671845,2017-12-31,2017
2822,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,2753.31388,2017-12-31,2017
2823,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,46.468717,2017-12-31,2017
2824,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,4.349947,2017-12-31,2017
2825,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,3.137071,2017-12-31,2017
2826,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,309.265736,2017-12-31,2017
2827,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,199.721505,2017-12-31,2017
2828,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,808.596269,2017-12-31,2017
2829,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,461.806421,2017-12-31,2017
2830,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,1524.702605,2017-12-31,2017
2831,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,2047.948196,2017-12-31,2017
2832,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,623.596321,2017-12-31,2017
2833,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,539.068613,2017-12-31,2017
2834,Commercial,"Building Cleaning, Pest Control and Other Support Services",N73,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,35.668565,2017-12-31,2017
2835,Commercial,"Building Cleaning, Pest Control and Other Support Services",N73,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,3.968607,2017-12-31,2017
2836,Commercial,"Building Cleaning, Pest Control and Other Support Services",N73,Electricity,Electricity,Stationary Motors,"Pump Systems (for Fluids, etc.)",Stationary Motive Power,Pumping,Non-Transport,35.668565,2017-12-31,2017
2837,Commercial,"Building Cleaning, Pest Control and Other Support Services",N73,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,3.602662,2017-12-31,2017
2838,Industrial,Construction,E,Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,40.358061,2017-12-31,2017
2839,Industrial,Construction,E,Fossil Fuels,Petrol,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,1.229038,2017-12-31,2017
2840,Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,,2017-12-31,2017
2841,Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Petrol,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,,2017-12-31,2017
2842,Industrial,Wood Product Manufacturing,C14,Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,48.289348,2017-12-31,2017
2843,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,0.041605,2017-12-31,2017
2844,Industrial,Dairy Product Manufacturing,C113,Renewables,Geothermal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,102.555664,2017-12-31,2017
2845,Industrial,Meat and Meat Product Manufacturing and Seafood,C111-C112,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,920.176059,2017-12-31,2017
2846,Industrial,Meat and Meat Product Manufacturing and Seafood,C111-C112,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,286.676891,2017-12-31,2017
2847,Industrial,Non-Metallic Mineral Product Manufacturing,C20,Fossil Fuels,Coal,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,2721.156648,2017-12-31,2017
2848,Residential,Residential,Z001,Fossil Fuels,Coal,Heat/Cooling Devices,"Coal Heaters, Residential Only  ",Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,296.260157,2017-12-31,2017
2849,"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,0.768741,2017-12-31,2017
2850,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,3419.541559,2017-12-31,2017
2851,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,2857.739906,2017-12-31,2017
2852,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,5056.214868,2017-12-31,2017
2853,Industrial,"Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)","C114-C119, C12",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Industrial Ovens,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,449.044278,2017-12-31,2017
2854,Industrial,"Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)","C114-C119, C12",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,2313.658545,2017-12-31,2017
2855,Industrial,"Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)","C114-C119, C12",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,219.254096,2017-12-31,2017
2856,Industrial,"Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)","C114-C119, C12",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,266.477722,2017-12-31,2017
2857,Industrial,Non-Metallic Mineral Product Manufacturing,C20,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,1649.066821,2017-12-31,2017
2858,Industrial,Non-Metallic Mineral Product Manufacturing,C20,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,29.121957,2017-12-31,2017
2859,Industrial,Non-Metallic Mineral Product Manufacturing,C20,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,146.472898,2017-12-31,2017
2860,Industrial,Non-Metallic Mineral Product Manufacturing,C20,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,341.775425,2017-12-31,2017
2861,Industrial,Construction,E,Fossil Fuels,Natural Gas,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,507.221821,2017-12-31,2017
2862,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,17.821601,2017-12-31,2017
2863,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,499.038104,2017-12-31,2017
2864,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,35.64597,2017-12-31,2017
2865,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,12.018114,2017-12-31,2017
2866,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,200.710622,2017-12-31,2017
2867,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,159.212583,2017-12-31,2017
2868,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,35.873212,2017-12-31,2017
2869,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,175.108559,2017-12-31,2017
2870,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,47.298761,2017-12-31,2017
2871,Commercial,Accommodation and Food Services,H,Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,23.558068,2017-12-31,2017
2872,Industrial,Construction,E,Fossil Fuels,Diesel,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,615.599869,2017-12-31,2017
2873,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,2.311545,2017-12-31,2017
2874,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,2.311545,2017-12-31,2017
2875,"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Fossil Fuels,Diesel,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,184.195006,2017-12-31,2017
2876,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1636.465861,2017-12-31,2017
2877,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Electricity,Electricity,Electronics and Lights,Refiners,Electronics and Lighting,Refiners,Non-Transport,2318.392428,2017-12-31,2017
2878,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Electricity,Electricity,Electronics and Lights,Air Compressors,Electronics and Lighting,Compressed Air,Non-Transport,69.358678,2017-12-31,2017
2879,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Electricity,Electricity,Electronics and Lights,Fan Systems,Electronics and Lighting,Fans,Non-Transport,229.738083,2017-12-31,2017
2880,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Electricity,Electricity,Stationary Motors,"Pump Systems (for Fluids, etc.)",Stationary Motive Power,Pumping,Non-Transport,848.241777,2017-12-31,2017
2881,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,680.685607,2017-12-31,2017
2882,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,44.43835,2017-12-31,2017
2883,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,12.796682,2017-12-31,2017
2884,Industrial,Construction,E,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,772.591576,2017-12-31,2017
2885,Industrial,Construction,E,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,17.514307,2017-12-31,2017
2886,Industrial,Construction,E,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,144.365737,2017-12-31,2017
2887,Industrial,Construction,E,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,407.522946,2017-12-31,2017
2888,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,11894.42857,2017-12-31,2017
2889,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,1058.121164,2017-12-31,2017
2890,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,4128.829549,2017-12-31,2017
2891,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,4908.872711,2017-12-31,2017
2892,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,5258.273082,2017-12-31,2017
2893,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,"Cooking Appliances, Residential Only (Cooktops/Microwaves/Ovens/Uprights)  ",Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,4155.110871,2017-12-31,2017
2894,Residential,Residential,Z001,Electricity,Electricity,Electronics and Lights,IT and Entertainment,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,4312.926022,2017-12-31,2017
2895,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,"Misc, Residential Only (Battery chargers, Pools, Pumps)  ",Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,4820.881401,2017-12-31,2017
2896,Residential,Residential,Z001,Electricity,Electricity,Electronics and Lights,Fluorescent,Electronics and Lighting,Lighting,Non-Transport,317.255199,2017-12-31,2017
2897,Residential,Residential,Z001,Electricity,Electricity,Electronics and Lights,Incandescent/Halogen,Electronics and Lighting,Lighting,Non-Transport,1829.317873,2017-12-31,2017
2898,Residential,Residential,Z001,Electricity,Electricity,Electronics and Lights,LED,Electronics and Lighting,Lighting,Non-Transport,299.399713,2017-12-31,2017
2899,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Clothes Dryer,Heating/Cooling,"Low Temperature Heat (<100 C), Clothes Drying",Non-Transport,323.48092,2017-12-31,2017
2900,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Clothes Washers,Heating/Cooling,"Low Temperature Heat (<100 C), Clothes Washing",Non-Transport,613.680429,2017-12-31,2017
2901,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Dishwashers,Heating/Cooling,"Low Temperature Heat (< 100 C), Dishwashers",Non-Transport,653.705385,2017-12-31,2017
2902,Industrial,Dairy Product Manufacturing,C113,Renewables,Biogas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,8.361,2017-12-31,2017
2903,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,175.567291,2017-12-31,2017
2904,Industrial,"Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)","C114-C119, C12",Fossil Fuels,LPG,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,318.062183,2017-12-31,2017
2905,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,5785.802349,2017-12-31,2017
2906,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,5571.316249,2017-12-31,2017
2907,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,1930.379839,2017-12-31,2017
2908,Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,15.315439,2017-12-31,2017
2909,Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,1.867412,2017-12-31,2017
2910,Industrial,Wood Product Manufacturing,C14,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,312.1191,2017-12-31,2017
2911,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,260.55847,2017-12-31,2017
2912,Industrial,Construction,E,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,,2017-12-31,2017
2913,Commercial,Health Care and Social Assistance,Q,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,81.641323,2017-12-31,2017
2914,Commercial,Health Care and Social Assistance,Q,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,35.555052,2017-12-31,2017
2915,Commercial,Health Care and Social Assistance,Q,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,82.595242,2017-12-31,2017
2916,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,2754.453083,2017-12-31,2017
2917,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,983.940519,2017-12-31,2017
2918,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,194.866277,2017-12-31,2017
2919,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,0.485257,2017-12-31,2017
